Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,RottenTomatoesID
26-Apr-19,Avengers: Endgame,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,400000000,858373000,858373002,2797800564,m/avengers_endgame
19-Jul-19,The Lion King,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,260000000,543638043,543638043,1654367425,m/the_lion_king
20-Dec-19,Star Wars: The Rise of Skywalker,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,275000000,515202542,515202542,1072848487,m/star_wars_the_rise_of_skywalker
22-Nov-19,Frozen II,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,150000000,477373578,477373578,1445182280,m/frozen_ii
21-Jun-19,Toy Story 4,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,434038008,434038008,1073080329,m/toy_story_4
8-Mar-19,Captain Marvel,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,175000000,426829839,426829839,1129727388,m/captain_marvel
2-Jul-19,Spider-Man: Far From Home,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,160000000,390532085,390532085,1132532832,m/spider_man_far_from_home
24-May-19,Aladdin,Walt Disney,Adventure,Remake,Animation/Live Action,Fantasy,182000000,355559216,355559216,1046649706,m/aladdin
4-Oct-19,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000,335451311,335451311,1072507517,m/joker_2019
13-Dec-19,Jumanji: The Next Level,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,125000000,316831246,316831246,798332900,m/jumanji_the_next_level
15-Jan-16,13 Hours: The Secret Soldiers of Beng…,Paramount Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,50000000,52853219,55969414,69411370,m/captain_underpants_the_first_epic_movie
22-Mar-19,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,175084580,175084580,256091919,m/us_2019
2-Aug-19,Fast & Furious Presents: Hobbs & Shaw,Universal,Action,Spin-Off,Live Action,Contemporary Fiction,200000000,173956935,173956937,760381706,m/fast_and_furious_presents_hobbs_and_shaw
13-Jul-12,2016: Obama’s America,Rocky Mountain Pictures,Documentary,Based on Factual Book/Article,Live Action,Factual,2500000,33349941,38377570,33349941,m/2016_obamas_america
27-Nov-19,Knives Out,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,40000000,165364060,165364060,312952178,m/knives_out
22-Nov-19,21 Bridges,STX Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,33000000,28539757,28539757,42663460,No
25-Dec-19,1917,Universal,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,100000000,159227644,159227644,370603379,m/1917_2019
7-Jun-19,The Secret Life of Pets 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,80000000,158874395,158874395,446275938,m/the_secret_life_of_pets_2
22-Nov-19,A Beautiful Day in the Neighborhood,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,45000000,61696436,61696436,68550222,No
17-May-19,A Dog’s Journey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,16000000,22782371,22782371,78870908,m/a_dogs_journey
5-Apr-19,Shazam!,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,85000000,140371656,140371660,363664533,m/shazam
27-Jan-17,A Dog’s Purpose,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000,64321890,65684336,203055427,m/a_dogs_purpose
29-Mar-19,Dumbo,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,170000000,114766307,114766309,353166307,m/dumbo
18-Oct-19,Maleficent: Mistress of Evil,Walt Disney,Adventure,Original Screenplay,Live Action,Fantasy,185000000,113929605,113929605,489346495,m/maleficent_mistress_of_evil
18-Jan-19,Glass,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,111048468,111048468,246999039,m/glass_2019
31-May-19,Godzilla: King of the Monsters,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,170000000,110500138,110500139,383299915,m/godzilla_king_of_the_monsters_2019
11-Jan-19,The Upside,STX Entertainment,Comedy,Based on Movie,Live Action,Dramatization,37500000,108235497,108235497,125818440,m/the_upside
25-Dec-19,Little Women,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,42000000,108095955,108095955,218895434,m/1012524-little_women
8-Feb-19,The LEGO Movie 2: The Second Part,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,99000000,105806508,105806510,190131036,m/the_lego_movie_2_the_second_part
13-Sep-19,Hustlers,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,20700000,104963598,104963598,150472713,m/hustlers
11-Oct-19,The Addams Family,United Artists,Adventure,Based on TV,Digital Animation,Kids Fiction,24000000,97864733,97864733,200612027,m/addams_family
20-Sep-19,Downton Abbey,Focus Features,Drama,Based on TV,Live Action,Historical Fiction,0,96853865,96853865,194694724,m/downton_abbey
31-May-19,Rocketman,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,41000000,96368160,96368160,192137020,m/rocketman_1997
14-Feb-19,Alita: Battle Angel,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,170000000,85838210,85838210,401900040,m/alita_battle_angel
16-Aug-19,Good Boys,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,83140306,83140309,111173598,m/good_boys_2019
11-Jan-19,A Dog’s Way Home,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,61000000,41952715,41952715,81152505,m/a_dogs_way_home
26-Jun-19,Annabelle Comes Home,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,27000000,74152591,74152591,231252591,m/annabelle_comes_home
28-Jun-19,Yesterday,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,0,73286650,73286650,154718020,m/yesterday_2019
4-Nov-11,A Very Harold & Kumar 3D Christmas,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,35061031,40498659,36265745,No
18-Oct-19,Zombieland: Double Tap,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,48000000,73118130,73118130,122266018,m/zombieland_double_tap
23-Aug-19,Angel Has Fallen,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,69030436,69030436,133365452,m/angel_has_fallen
9-Aug-19,Scary Stories to Tell in the Dark,Lionsgate,Horror,Based on Fiction Book/Short Story,Live Action,Historical Fiction,28000000,68947075,68947075,95607360,m/scary_stories_to_tell_in_the_dark
25-Dec-19,Spies in Disguise,20th Century Fox,Adventure,Based on Short Film,Digital Animation,Kids Fiction,100000000,66757013,66757013,165138481,m/spies_in_disguise
7-Jun-19,Dark Phoenix,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Super Hero,200000000,65845974,65845974,246356895,m/dark_phoenix
1-Nov-19,Terminator: Dark Fate,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,185000000,62253077,62253077,250372367,m/terminator_dark_fate
30-Mar-18,Acrimony,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,43549096,43788116,46627836,m/tyler_perrys_acrimony
27-Sep-19,Abominable,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000,60761390,60761390,188659191,m/1166140-abominable
9-Aug-19,Dora and the Lost City of Gold,Paramount Pictures,Adventure,Based on TV,Live Action,Kids Fiction,49000000,60477943,60477943,120597108,m/dora_and_the_lost_city_of_gold
4-Jan-19,Escape Room,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,57000756,57100848,155615727,m/escape_room_2019
8-Nov-19,Midway,Lionsgate,Action,Based on Real Life Events,Live Action,Dramatization,100000000,56846802,56846802,126829063,m/midway
19-Apr-19,The Curse of La Llorona,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,54733739,54733739,121661395,m/the_curse_of_la_llorona_2019
5-Apr-19,Pet Sematary,Paramount Pictures,Horror,Remake,Live Action,Contemporary Fiction,21000000,54724696,54724696,111809732,m/pet_sematary
8-Feb-19,What Men Want,Paramount Pictures,Romantic Comedy,Based on Movie,Live Action,Contemporary Fiction,20000000,54611903,54611903,69911903,m/what_men_want_2019
10-Oct-14,"Alexander and the Terrible, Horrible,…",Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,28000000,66954149,75035450,101379287,m/very_harold_and_kumar_christmas
20-Sep-19,Ad Astra,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,80000000,50188370,50188370,135432019,m/ad_astra
13-Dec-19,Uncut Gems,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,0,50023780,50023780,50023780,m/uncut_gems
21-Dec-18,Aquaman,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,160000000,335061807,336154340,1143758700,No
11-Oct-19,Gemini Man,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,140000000,48546770,48546770,166623705,m/gemini_man_2019
31-May-19,MA,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,45896028,45896028,61220784,m/ma
15-Mar-19,Five Feet Apart,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,7000000,45729221,45729221,92554209,m/five_feet_apart
15-Mar-19,Wonder Park,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,100000000,45216793,45216793,115112118,m/wonder_park
20-Sep-19,Rambo: Last Blood,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,50000000,44819352,44819352,91419352,m/rambo_last_blood
21-Dec-16,Assassin’s Creed,20th Century Fox,Action,Based on Game,Live Action,Science Fiction,125000000,54647948,57181172,240759682,m/assassins_creed
27-Nov-19,Queen & Slim,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,20000000,43808310,43808310,47936399,m/queen_and_slim
25-Aug-17,Ballerina,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,30000000,21858070,22321061,96890794,No
17-Oct-14,Birdman or (The Unexpected Virtue of …,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,42340598,46846448,103215094,m/birdman_2014
13-Aug-19,The Angry Birds Movie 2,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,65000000,41657076,41657076,152018812,m/the_angry_birds_movie_2
12-Apr-19,Little,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,0,40860481,40860481,49207917,m/little_2019
17-Apr-19,Breakthrough,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,14000000,40713082,40713082,49231674,m/breakthrough_2019
12-Jul-19,Crawl,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000,39014193,39014193,90007532,m/crawl
25-Dec-19,Just Mercy,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,25000000,36001502,36001502,50401502,m/just_mercy
10-May-19,The Hustle,United Artists,Comedy,Remake,Live Action,Contemporary Fiction,21000000,35417038,35417038,97409779,m/the_hustle_2019
3-May-19,The Intruder,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,8000000,35388976,35388976,40597401,m/intruder-2000
25-Oct-19,Black and Blue,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,12000000,22012729,22012729,22730144,No
23-Aug-19,Overcomer,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,34700142,34700142,38102988,m/overcomer
16-Sep-16,Bridget Jones’s Baby,Universal,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,24139805,25563068,207298383,m/bridget_joness_baby_2016
8-Feb-19,Cold Pursuit,Lionsgate,Thriller/Suspense,Based on Movie,Live Action,Contemporary Fiction,60000000,32138862,32138862,62599159,m/cold_pursuit
13-Dec-19,Bombshell,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,32000000,31762808,31762808,61404394,m/bombshell_2019
2-Jun-17,Captain Underpants: The First Epic Movie,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,38000000,73921000,75486772,126422949,m/captain_underpants_the_first_epic_movie
16-Jan-19,Dragon Ball Super: Broly,FUNimation,Action,Based on TV,Digital Animation,Fantasy,8500000,30376755,30376755,122747755,m/dragon_ball_super_broly
3-May-19,Long Shot,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,30316271,30316271,53624424,m/long_shot_2019
21-Jun-19,Child’s Play,United Artists,Horror,Remake,Live Action,Contemporary Fiction,0,29208403,29208403,43509248,m/childs_play_2019
21-Aug-19,Ready or Not,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,28714231,28714231,56797392,m/ready_or_not_2019
20-Apr-12,Chimpanzee,Walt Disney,Documentary,Based on Real Life Events,Live Action,Factual,0,28965459,33332104,36834823,m/disneynature_chimpanzee
13-Feb-19,Happy Death Day 2U,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,9000000,28148130,28148130,64686515,m/happy_death_day_2u
3-Jul-19,Midsommar,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,27426363,27426363,46830824,m/midsommar
20-Dec-19,Cats,Universal,Musical,Based on Musical or Opera,Animation/Live Action,Fantasy,100000000,27166770,27166770,75486351,m/cats_2019
9-Aug-19,The Art of Racing in the Rain,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000,26402818,26402818,30997027,m/the_art_of_racing_in_the_rain
25-Oct-19,Countdown,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,6500000,25621766,25621766,42178964,m/1004790-countdown
27-Sep-19,Judy,Roadside Attractions,Drama,Based on Real Life Events,Live Action,Dramatization,0,24319961,24319961,45481469,m/judy_2019
14-Feb-19,Fighting With My Family,MGM,Comedy,Based on Real Life Events,Live Action,Dramatization,11000000,22958583,22958583,41503089,m/fighting_with_my_family
29-Jul-11,Cowboys and Aliens,Universal,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,163000000,100368560,115936444,176038324,m/cowboys_and_aliens
24-May-19,Booksmart,United Artists,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,22680962,22680962,24949770,m/booksmart
12-Jul-19,Stuber,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,16000000,22370452,22370452,29634769,m/stuber
13-Dec-19,Richard Jewell,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,45000000,22345542,22345542,43100570,m/richard_jewell
16-Aug-19,47 Meters Down: Uncaged,Entertainment Studios Motion Pictures,Horror,Based on Movie,Live Action,Contemporary Fiction,12000000,22260900,22260900,37989240,m/47_meters_down_uncaged
29-Jul-11,"Crazy, Stupid, Love",Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,84351197,97434673,147142328,m/crazy_stupid_love_2011
12-Apr-19,Hellboy,Lionsgate,Horror,Remake,Live Action,Super Hero,50000000,21903748,21903748,53956480,m/hellboy
14-Jun-19,Shaft,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,21360215,21360215,21360215,m/1018699-shaft
9-Aug-19,The Peanut Butter Falcon,Roadside Attractions,Adventure,Original Screenplay,Live Action,Contemporary Fiction,6200000,20457158,20457158,"$23,200,20",m/the_peanut_butter_falcon
16-Feb-18,Black Panther,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,700059566,703901821,1336494321,m/black_panther_2018
27-Apr-18,Avengers: Infinity War,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,300000000,678815482,682541141,2048359754,m/avengers_infinity_war
15-Jun-18,Incredibles 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,608581744,611921929,1242805359,m/incredibles_2
22-Jun-18,Jurassic World: Fallen Kingdom,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,170000000,417719760,420012408,1308334005,m/jurassic_world_fallen_kingdom
25-Dec-15,Daddy’s Home,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,150357137,161816850,241504989,m/daddys_home_2014
18-May-18,Deadpool 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,110000000,324591735,326372815,786362370,m/deadpool_2
10-Nov-17,Daddy’s Home 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,70000000,104029443,106197843,175807183,m/daddys_home_2
25-Mar-11,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000,52698535,60872459,73695194,m/diary_of_a_wimpy_kid_2_rodrick_rules
6-Jul-18,Ant-Man and the Wasp,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,130000000,216648740,217837807,623144660,m/ant_man_and_the_wasp
2-Nov-18,Bohemian Rhapsody,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,55000000,216303339,217345118,886918326,m/bohemian_rhapsody
5-Oct-18,A Star is Born,Warner Bros.,Drama,Remake,Live Action,Contemporary Fiction,36000000,215288866,216392918,431870523,m/1019828-star_is_born
25-May-18,Solo: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Science Fiction,275000000,213767512,214940765,393151347,m/solo_a_star_wars_story
5-Oct-18,Venom,Sony Pictures,Action,Spin-Off,Animation/Live Action,Super Hero,116000000,213511408,214682801,853530899,m/1022537-venom
21-Nov-18,Ralph Breaks The Internet,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000,201091711,202118881,529290830,m/ralph_breaks_the_internet
9-Aug-13,Disney Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000,90282580,101720591,238059569,m/planes
6-Apr-18,A Quiet Place,Paramount Pictures,Horror,Original Screenplay,Live Action,Science Fiction,17000000,188024361,189056327,334876670,m/a_quiet_place_2018
15-Aug-18,Crazy Rich Asians,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,30000000,174532921,175490816,238099711,m/crazy_rich_asians
8-Nov-19,Doctor Sleep,Warner Bros.,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,31581712,31581712,71856239,No
13-Jul-18,Hotel Transylvania 3: Summer Vacation,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,65000000,167500092,168419406,527848903,m/hotel_transylvania_3_summer_vacation
26-Aug-16,Don’t Breathe,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,89217875,94478118,158906350,m/dont_breathe_2016
19-Oct-18,Halloween,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,159366015,160235046,255416089,m/1009113-halloween
10-Aug-18,The Meg,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,178000000,145443742,146242011,527370715,m/the_meg
9-Nov-18,Dr. Seuss’ The Grinch,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,75000000,270834950,272296416,513537178,m/the_grinch
29-Mar-18,Ready Player One,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,150000000,137690172,138445880,579055653,m/ready_player_one
21-Dec-18,Bumblebee,Paramount Pictures,Adventure,Based on Toy,Animation/Live Action,Science Fiction,102000000,127195589,127587606,465195589,m/bumblebee
2-Mar-12,Dr. Seuss’ The Lorax,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,67500000,214030500,246296397,350976753,m/the_lorax_2012
7-Sep-18,The Nun,Warner Bros.,Horror,Spin-Off,Live Action,Contemporary Fiction,22000000,117450119,118094741,363391647,m/the_nun_2018
21-Nov-18,Creed II,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,50000000,115715889,115715889,213591522,m/creed_ii
9-Feb-18,Peter Rabbit,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,50000000,115234093,115866544,346727372,m/peter_rabbit_2018
14-Dec-18,The Mule,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,103804407,104159624,173453994,m/mule_2014
6-Jun-14,Edge of Tomorrow,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,178000000,100206256,112348747,367028980,m/live_die_repeat_edge_of_tomorrow
13-Apr-18,Rampage,Warner Bros.,Action,Based on Game,Live Action,Science Fiction,120000000,101028233,101582724,427947217,m/rampage_2018
9-Mar-18,A Wrinkle in Time,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,103000000,100478608,101030073,133214549,m/a_wrinkle_in_time_2018
9-Feb-18,Fifty Shades Freed,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,55000000,100407760,100958845,371985018,m/fifty_shades_freed
3-Aug-18,Christopher Robin,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,75000000,99215042,99759572,197744377,m/christopher_robin
16-Nov-18,Green Book,Universal,Comedy,Based on Real Life Events,Live Action,Dramatization,23000000,85080171,85256636,320029388,m/green_book
16-Mar-18,I Can Only Imagine,Roadside Attractions,Drama,Based on Song,Live Action,Dramatization,7000000,83482352,83940536,85783567,m/i_can_only_imagine_2018
28-Sep-18,Smallfoot,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,80000000,83240103,83695515,213682073,m/smallfoot
28-Sep-18,Night School,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,29000000,77339130,77740929,103113446,m/night_school_2018
4-Jul-18,The First Purge,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,13000000,69488745,69870135,137054597,m/the_first_purge
23-Feb-18,Game Night,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,69179066,69558750,117378084,m/game_night_2018
18-May-18,Book Club,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,68566296,68942621,91328463,m/book_club
21-Sep-18,The House with a Clock in its Walls,Universal,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,40000000,68549695,68912558,131457147,m/the_house_with_a_clock_in_its_walls
13-Jul-18,Skyscraper,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,125000000,68420120,68795640,304868961,m/skyscraper_2018
5-Jan-18,Insidious: The Last Key,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,67745330,68117149,172811971,m/insidious_the_last_key
16-Nov-18,Instant Family,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,48000000,67363237,67719138,119736188,m/instant_family
6-Apr-18,Blockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,21000000,60311495,60642516,94523781,m/blockers
25-Dec-11,Extremely Loud and Incredibly Close,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,40000000,31847881,36650598,55247881,m/extremely_loud_and_incredibly_close
16-Mar-18,Tomb Raider,Warner Bros.,Action,Based on Game,Live Action,Contemporary Fiction,90000000,58250803,58570515,273477501,m/tomb_raider_2018
26-Jan-18,Maze Runner: The Death Cure,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,61000000,58032443,58350950,265878536,m/maze_runner_the_death_cure
2-Nov-18,The Nutcracker and the Four Realms,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,132900000,54858851,55159532,170024300,m/the_nutcracker_and_the_four_realms
15-Jun-18,Tag,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,28000000,54730625,55031008,77024944,m/tag_2018
14-Sep-18,A Simple Favor,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,53548586,53842489,97628717,m/a_simple_favor
11-May-18,Life of the Party,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,53059911,53351128,65859911,m/life_of_the_party_2018
14-Sep-18,The Predator,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,88000000,51024708,51304757,159487563,m/the_predator
4-May-18,Overboard,Lionsgate,Romantic Comedy,Remake,Live Action,Contemporary Fiction,12000000,50316123,50592283,91244913,m/overboard
29-Jun-18,Sicario: Day of the Soldado,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000,50065850,50340630,76346094,m/sicario_day_of_the_soldado
10-Aug-18,BlacKkKlansman,Focus Features,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,15000000,49275340,49541686,93411426,m/blackkklansman
20-Apr-18,I Feel Pretty,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32000000,48795601,49063406,91444095,m/i_feel_pretty_2018
25-Dec-18,Vice,Annapurna Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,60000000,47836282,47999435,70893782,m/vice_2015
2-Mar-18,Red Sparrow,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,69000000,46874505,47131772,145951861,m/red_sparrow
11-May-18,Breaking In,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,6000000,46840590,47097670,51485382,m/breaking_in_2018
12-Oct-18,Goosebumps 2: Haunted Halloween,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,35000000,46697321,46953610,93291478,m/goosebumps_2_haunted_halloween
19-Jan-18,12 Strong,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,35000000,45819713,46071191,71118378,m/12_strong
19-Jan-18,Den of Thieves,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000,44947622,45194313,80147166,m/den_of_thieves
12-Oct-18,First Man,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,60000000,44936545,45169590,105703325,m/first_man
8-Jun-18,Hereditary,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,44069456,44311326,81263489,m/hereditary
16-Nov-18,Fantastic Beasts: The Crimes of Grind…,Warner Bros.,Adventure,Spin-Off,Animation/Live Action,Fantasy,200000000,159555901,160416396,651280475,m/fantastic_beasts_the_crimes_of_grindelwald
23-Mar-18,Sherlock Gnomes,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,59000000,43242871,43480212,87527651,m/sherlock_gnomes
29-Jun-18,Uncle Drew,Lionsgate,Comedy,Based on TV,Live Action,Contemporary Fiction,18000000,42469946,42703041,46594261,m/uncle_drew
16-Nov-18,Widows,20th Century Fox,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,40000000,42402632,42632609,75984700,m/widows_2018
24-May-13,Fast and Furious 6,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,160000000,238679850,268918501,789300444,m/fast_and_furious_6
12-Jan-18,Paddington 2,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,0,40891591,41116025,192751757,m/paddington_2
16-Mar-18,"Love, Simon",20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000,40826341,41050412,65520633,m/love_simon
