Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office
20-Feb-15,"McFarland, USA",Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,"$17,000,000 ","$44,480,275 ","$48,332,062 ","$45,707,924 "
7-Aug-15,The Gift,STX Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$43,787,265 ","$47,579,037 ","$58,978,477 "
18-Sep-15,Everest,Universal,Adventure,Based on Real Life Events,Live Action,Dramatization,"$65,000,000 ","$43,482,270 ","$47,247,637 ","$221,297,061 "
20-Nov-15,The Night Before,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$43,035,725 ","$46,758,246 ","$52,568,099 "
4-Dec-15,Krampus,Universal,Horror,Original Screenplay,Live Action,Fantasy,"$15,000,000 ","$42,725,475 ","$46,390,490 ","$61,788,393 "
26-Jun-15,Max,Warner Bros.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$42,656,255 ","$46,350,085 ","$43,658,157 "
24-Apr-15,The Age of Adaline,Lionsgate,Drama,Original Screenplay,Live Action,Fantasy,"$30,000,000 ","$42,629,776 ","$46,321,314 ","$68,984,536 "
4-Nov-15,Brooklyn,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$11,000,000 ","$38,322,743 ","$41,122,904 ","$62,076,141 "
10-Apr-15,The Longest Ride,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$34,000,000 ","$37,446,117 ","$40,688,784 ","$63,802,928 "
23-Jan-15,The Boy Next Door,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000 ","$36,006,065 ","$39,124,027 ","$53,401,938 "
9-Oct-15,Pan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$150,000,000 ","$35,088,320 ","$38,125,954 ","$151,525,973 "
8-May-15,Hot Pursuit,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","$34,580,201 ","$37,574,686 ","$45,671,512 "
25-Dec-15,Concussion,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$35,000,000 ","$34,531,832 ","$37,049,232 ","$50,363,790 "
20-Feb-15,The DUFF,CBS Films,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$8,500,000 ","$34,030,343 ","$36,977,216 ","$43,528,634 "
1-Apr-15,Woman in Gold,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$11,000,000 ","$33,307,793 ","$36,192,094 ","$58,586,407 "
6-Mar-15,The Second Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$33,078,266 ","$35,942,695 ","$89,400,862 "
17-Apr-15,Unfriended,Universal,Horror,Original Screenplay,Live Action,Fantasy,"$1,000,000 ","$32,789,645 ","$35,629,084 ","$64,364,198 "
3-Jun-15,Entourage,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,"$30,000,000 ","$32,363,404 ","$35,165,927 ","$46,438,538 "
24-Jul-15,Paper Towns,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,000,000 ","$32,000,304 ","$34,771,387 ","$85,450,484 "
6-Mar-15,Chappie,Sony Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$49,000,000 ","$31,569,268 ","$34,303,028 ","$105,002,056 "
16-Oct-15,Crimson Peak,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000 ","$31,090,320 ","$33,782,602 ","$74,966,854 "
2-Sep-15,A Walk in the Woods,Broad Green Pictures,Adventure,Based on Factual Book/Article,Live Action,Dramatization,"$8,000,000 ","$29,499,394 ","$32,053,899 ","$37,119,358 "
25-Dec-15,Point Break,Warner Bros.,Action,Remake,Live Action,Contemporary Fiction,"$100,000,000 ","$28,782,481 ","$30,910,173 ","$126,704,591 "
21-Aug-15,Sinister 2,Focus Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$27,740,955 ","$30,143,188 ","$54,104,225 "
23-Oct-15,The Last Witch Hunter,Lionsgate,Action,Original Screenplay,Live Action,Fantasy,"$80,000,000 ","$27,367,660 ","$29,737,574 ","$130,818,912 "
26-Aug-15,No Escape,Weinstein Co.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$27,288,872 ","$29,651,964 ","$42,844,516 "
7-Aug-15,Ricki and the Flash,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$26,839,498 ","$29,163,681 ","$41,166,033 "
2-Jan-15,The Woman in Black 2: Angel of Death,Relativity,Horror,Original Screenplay,Live Action,Fantasy,$0 ,"$26,501,323 ","$29,315,847 ","$45,006,692 "
13-Mar-15,Run All Night,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$26,461,644 ","$28,753,103 ","$71,561,644 "
13-Nov-15,Love the Coopers,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$26,302,731 ","$28,577,414 ","$44,263,413 "
27-Feb-15,The Lazarus Effect,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,"$5,000,000 ","$25,801,570 ","$28,035,865 ","$38,359,310 "
10-Apr-15,Ex Machina,A24,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$13,000,000 ","$25,440,971 ","$27,644,037 ","$38,358,392 "
11-Dec-15,In the Heart of the Sea,Warner Bros.,Adventure,Based on Real Life Events,Live Action,Dramatization,"$100,000,000 ","$25,020,758 ","$27,133,349 ","$89,693,309 "
10-Jul-15,The Gallows,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$100,000 ","$22,764,410 ","$24,735,701 ","$41,656,474 "
21-Aug-15,Hitman: Agent 47,20th Century Fox,Action,Based on Game,Live Action,Contemporary Fiction,"$35,000,000 ","$22,467,450 ","$24,413,030 ","$82,182,803 "
30-Jan-15,Project Almanac,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$12,000,000 ","$22,348,241 ","$24,283,490 ","$32,909,437 "
30-Jan-15,Black or White,Relativity,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,"$9,000,000 ","$21,571,189 ","$23,439,148 ","$21,971,021 "
25-Dec-14,American Sniper,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$58,000,000 ","$350,126,372 ","$380,522,815 ","$547,326,372 "
21-Nov-14,The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$125,000,000 ","$337,135,885 ","$377,524,921 ","$766,575,131 "
1-Aug-14,Guardians of the Galaxy,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$170,000,000 ","$333,714,112 ","$374,082,199 ","$770,882,395 "
4-Apr-14,Captain America: The Winter Soldier,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$170,000,000 ","$259,746,958 ","$291,221,801 ","$714,401,889 "
7-Feb-14,The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$60,000,000 ","$257,784,718 ","$289,021,789 ","$468,084,718 "
17-Dec-14,The Hobbit: The Battle of the Five Ar…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000 ","$255,119,788 ","$284,840,313 ","$940,389,558 "
27-Jun-14,Transformers: Age of Extinction,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$210,000,000 ","$245,439,076 ","$275,180,158 ","$1,104,054,072 "
30-May-14,Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,"$180,000,000 ","$241,407,328 ","$270,659,863 ","$758,536,735 "
23-May-14,X-Men: Days of Future Past,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","$233,921,534 ","$262,266,977 ","$747,862,775 "
7-Nov-14,Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,"$165,000,000 ","$222,527,828 ","$249,101,171 ","$649,657,407 "
11-Jul-14,Dawn of the Planet of the Apes,20th Century Fox,Adventure,Remake,Animation/Live Action,Science Fiction,"$170,000,000 ","$208,545,589 ","$233,816,099 ","$710,644,566 "
2-May-14,The Amazing Spider-Man 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","$202,853,933 ","$227,434,758 ","$708,996,336 "
16-May-14,Godzilla,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$160,000,000 ","$200,676,069 ","$224,992,995 ","$529,076,069 "
13-Jun-14,22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$50,000,000 ","$191,719,337 ","$214,950,932 ","$331,333,876 "
8-Aug-14,Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$125,000,000 ","$191,204,754 ","$214,373,990 ","$485,004,754 "
5-Nov-14,Interstellar,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$165,000,000 ","$188,017,894 ","$210,620,597 ","$651,994,868 "
13-Jun-14,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$145,000,000 ","$177,002,924 ","$198,451,253 ","$614,586,270 "
3-Oct-14,Gone Girl,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$61,000,000 ","$167,767,189 ","$188,042,104 ","$367,160,781 "
21-Mar-14,Divergent,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$85,000,000 ","$150,947,895 ","$169,239,006 ","$276,014,965 "
9-May-14,Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$150,086,800 ","$168,273,569 ","$270,944,428 "
17-Jan-14,Ride Along,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$134,202,565 ","$150,464,560 ","$153,733,800 "
11-Apr-14,Rio 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$130,000,000 ","$131,538,435 ","$147,477,603 ","$492,846,291 "
25-Dec-14,Into the Woods,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$56,200,000 ","$128,002,372 ","$142,229,088 ","$212,550,576 "
25-Jul-14,Lucy,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$40,000,000 ","$126,573,960 ","$141,911,556 ","$457,507,776 "
6-Jun-14,The Fault in Our Stars,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,000,000 ","$124,872,350 ","$140,003,757 ","$307,166,834 "
25-Dec-14,Unbroken,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$65,000,000 ","$115,637,895 ","$127,804,753 ","$163,527,824 "
19-Dec-14,Night at the Museum: Secret of the Tomb,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Fantasy,"$127,000,000 ","$113,746,621 ","$125,994,811 ","$353,756,621 "
7-Mar-14,Mr. Peabody & Sherman,20th Century Fox,Adventure,Based on TV,Digital Animation,Kids Fiction,"$145,000,000 ","$111,506,430 ","$125,018,217 ","$269,806,430 "
7-Mar-14,300: Rise of an Empire,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Historical Fiction,"$110,000,000 ","$106,580,051 ","$119,494,884 ","$330,780,051 "
19-Sep-14,The Maze Runner,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$34,000,000 ","$102,427,862 ","$114,828,359 ","$348,319,861 "
26-Sep-14,The Equalizer,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$55,000,000 ","$101,530,738 ","$113,827,977 ","$192,903,624 "
28-Mar-14,Noah,Paramount Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,"$130,000,000 ","$101,200,044 ","$113,462,960 ","$352,831,065 "
6-Jun-14,Edge of Tomorrow,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$178,000,000 ","$100,206,256 ","$112,348,747 ","$367,028,980 "
28-Feb-14,Non-Stop,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$91,742,160 ","$102,859,014 ","$222,383,055 "
16-Apr-14,Heaven is for Real,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$12,000,000 ","$91,386,097 ","$102,459,803 ","$100,913,556 "
28-Nov-14,The Imitation Game,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000 ","$91,125,143 ","$100,069,867 ","$227,328,585 "
14-Nov-14,Dumb and Dumber To,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$86,208,010 ","$96,607,781 ","$156,553,592 "
19-Dec-14,Annie,Sony Pictures,Musical,Remake,Live Action,Contemporary Fiction,"$65,000,000 ","$85,911,262 ","$95,320,160 ","$139,829,625 "
17-Oct-14,Fury,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$80,000,000 ","$85,817,906 ","$96,197,056 ","$210,315,681 "
2-Jul-14,Tammy,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$84,525,432 ","$94,767,803 ","$96,407,655 "
3-Oct-14,Annabelle,Warner Bros.,Horror,Spin-Off,Live Action,Historical Fiction,"$6,500,000 ","$84,273,813 ","$94,485,693 ","$256,862,920 "
25-Apr-14,The Other Woman,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$83,911,193 ","$94,079,127 ","$195,111,193 "
26-Nov-14,Penguins of Madagascar,20th Century Fox,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$132,000,000 ","$83,350,911 ","$93,128,575 ","$366,942,531 "
13-Aug-14,Let’s Be Cops,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","$82,390,774 ","$92,374,478 ","$136,890,774 "
7-Feb-14,The Monuments Men,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$70,000,000 ","$78,031,620 ","$87,487,096 ","$158,702,748 "
25-Jul-14,Hercules,Paramount Pictures,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$100,000,000 ","$72,688,614 ","$81,496,657 ","$243,388,614 "
18-Jul-14,The Purge: Anarchy,Universal,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$9,000,000 ","$71,562,550 ","$80,234,144 ","$111,534,881 "
10-Oct-14,"Alexander and the Terrible, Horrible,…",Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$28,000,000 ","$66,954,149 ","$75,035,450 ","$101,379,287 "
20-Jun-14,Think Like a Man Too,Sony Pictures,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$24,000,000 ","$65,028,687 ","$72,908,535 ","$70,027,933 "
12-Dec-14,Exodus: Gods and Kings,20th Century Fox,Drama,Based on Religious Text,Live Action,Historical Fiction,"$140,000,000 ","$65,014,513 ","$72,571,492 ","$268,314,513 "
17-Jan-14,The Nut Job,Open Road,Adventure,Based on Short Film,Digital Animation,Kids Fiction,"$30,000,000 ","$64,251,538 ","$72,037,217 ","$122,529,966 "
21-Mar-14,God’s Not Dead,Pure Flix Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,150,000 ","$60,755,732 ","$68,117,809 ","$63,777,092 "
28-Feb-14,Son of God,20th Century Fox,Drama,Based on Religious Text,Live Action,Dramatization,"$22,000,000 ","$59,700,064 ","$66,934,218 ","$70,949,793 "
18-Jul-14,Planes: Fire and Rescue,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","$59,157,732 ","$66,326,168 ","$156,399,644 "
7-Mar-14,The Grand Budapest Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Historical Fiction,"$31,000,000 ","$59,076,019 ","$65,981,944 ","$163,503,514 "
12-Feb-14,RoboCop,Sony Pictures,Action,Remake,Live Action,Science Fiction,"$120,000,000 ","$58,607,007 ","$65,708,710 ","$242,981,799 "
10-Oct-14,Dracula Untold,Universal,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,"$70,000,000 ","$55,991,880 ","$62,776,695 ","$220,241,723 "
26-Nov-14,Horrible Bosses 2,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$54,445,357 ","$60,994,984 ","$105,945,357 "
8-Aug-14,The Hundred-Foot Journey,Walt Disney,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000 ","$54,235,441 ","$60,807,414 ","$94,270,488 "
12-Sep-14,No Good Deed,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$13,200,000 ","$52,543,632 ","$58,910,607 ","$54,323,210 "
21-Mar-14,Muppets Most Wanted,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,"$55,000,000 ","$51,178,893 ","$57,380,493 ","$79,312,301 "
24-Oct-14,Ouija,Universal,Horror,Based on Game,Live Action,Contemporary Fiction,"$5,000,000 ","$50,856,010 ","$57,018,481 ","$103,300,632 "
26-Sep-14,The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","$50,837,305 ","$56,989,948 ","$111,898,741 "
17-Jan-14,Jack Ryan: Shadow Recruit,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","$50,577,412 ","$56,706,125 ","$131,377,412 "
22-Aug-14,If I Stay,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$11,000,000 ","$50,474,843 ","$56,591,130 ","$78,356,170 "
17-Oct-14,The Book of Life,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$50,000,000 ","$50,151,543 ","$56,199,980 ","$97,651,543 "
14-Feb-14,About Last Night,Sony Pictures,Romantic Comedy,Based on Play,Live Action,Contemporary Fiction,"$13,000,000 ","$48,637,684 ","$54,531,349 ","$50,445,860 "
8-Aug-14,Into the Storm,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$47,602,194 ","$53,370,383 ","$150,429,371 "
10-Oct-14,The Judge,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$47,119,388 ","$52,827,131 ","$76,073,556 "
20-Jun-14,Jersey Boys,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Dramatization,"$40,000,000 ","$47,047,013 ","$52,747,933 ","$65,282,732 "
23-May-14,Blended,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","$46,290,741 ","$51,900,020 ","$127,990,741 "
15-Aug-14,The Giver,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$25,000,000 ","$45,090,374 ","$50,554,196 ","$66,540,205 "
10-Oct-14,St. Vincent,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000 ","$44,137,712 ","$49,463,286 ","$54,837,234 "
14-Mar-14,Need for Speed,Walt Disney,Action,Based on Game,Live Action,Contemporary Fiction,"$66,000,000 ","$43,568,507 ","$48,847,917 ","$194,169,619 "
24-Oct-14,John Wick,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$43,037,835 ","$48,249,045 ","$76,010,510 "
30-May-14,A Million Ways to Die in The West,Universal,Western,Original Screenplay,Live Action,Historical Fiction,"$40,000,000 ","$42,720,965 ","$47,897,677 ","$86,778,557 "
17-Oct-14,Birdman or (The Unexpected Virtue of …,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$42,340,598 ","$46,846,448 ","$103,215,094 "
12-Sep-14,Dolphin Tale 2,Warner Bros.,Drama,Original Screenplay,Live Action,Kids Fiction,"$36,000,000 ","$42,024,533 ","$47,116,851 ","$57,824,533 "
15-Aug-14,The Expendables 3,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000 ","$39,322,544 ","$44,087,446 ","$209,461,378 "
2-Jul-14,Earth to Echo,Relativity,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,"$13,000,000 ","$38,934,842 ","$43,652,768 ","$42,174,545 "
18-Jul-14,Sex Tape,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$38,543,473 ","$43,213,976 ","$126,069,509 "
3-Dec-14,Wild,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000 ","$37,880,356 ","$41,843,311 ","$52,460,543 "
16-May-14,Million Dollar Arm,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$36,447,959 ","$40,864,537 ","$39,217,912 "
7-Nov-14,The Theory of Everything,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000 ","$35,893,537 ","$39,858,366 ","$123,327,692 "
19-Sep-14,This is Where I Leave You,Warner Bros.,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","$34,296,320 ","$38,452,169 ","$41,296,320 "
10-Dec-14,The Gambler,Paramount Pictures,Drama,Remake,Live Action,Contemporary Fiction,"$25,000,000 ","$33,680,992 ","$37,552,217 ","$38,718,031 "
3-Jan-14,Paranormal Activity: The Marked Ones,Paramount Pictures,Horror,Spin-Off,Live Action,Contemporary Fiction,"$5,000,000 ","$32,462,372 ","$36,497,177 ","$90,904,854 "
31-Oct-14,Nightcrawler,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000 ","$32,381,218 ","$36,291,242 ","$50,334,418 "
9-May-14,Chef,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"$31,424,004 ","$35,231,806 ","$46,829,309 "
21-Feb-14,3 Days to Kill,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","$30,697,999 ","$34,417,830 ","$38,959,900 "
2-Jul-14,Deliver Us from Evil,Sony Pictures,Horror,Based on Factual Book/Article,Live Action,Fantasy,"$30,000,000 ","$30,577,122 ","$34,282,298 ","$87,956,618 "
1-Aug-14,Get on Up,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000 ","$30,569,935 ","$34,274,247 ","$33,339,868 "
22-Aug-14,When the Game Stands Tall,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$15,000,000 ","$30,127,963 ","$33,778,718 ","$30,138,912 "
11-Apr-14,Draft Day,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$28,842,237 ","$32,337,191 ","$29,847,480 "
11-Apr-14,Oculus,Relativity,Horror,Based on Short Film,Live Action,Contemporary Fiction,"$5,000,000 ","$27,695,246 ","$31,051,209 ","$44,115,496 "
17-Oct-14,The Best of Me,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$26,000,000 ","$26,766,213 ","$30,008,691 ","$41,059,418 "
31-Jan-14,That Awkward Moment,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000 ","$26,068,955 ","$29,227,856 ","$53,068,955 "
19-Sep-14,A Walk Among the Tombstones,Universal,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$28,000,000 ","$26,017,685 ","$29,170,377 ","$62,108,587 "
10-Jan-14,Her,Warner Bros.,Drama,Original Screenplay,Live Action,Science Fiction,"$23,000,000 ","$25,568,251 ","$28,666,476 ","$48,043,998 "
11-Jul-14,Boyhood,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000 ","$25,379,975 ","$28,418,030 ","$57,273,049 "
22-Nov-13,The Hunger Games: Catching Fire,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$130,000,000 ","$424,668,047 ","$478,373,077 ","$864,868,047 "
3-May-13,Iron Man 3,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$200,000,000 ","$408,992,272 ","$460,808,016 ","$1,215,392,272 "
22-Nov-13,Frozen,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,"$150,000,000 ","$400,953,009 ","$451,149,053 ","$1,265,596,785 "
3-Jul-13,Despicable Me 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$76,000,000 ","$368,065,385 ","$414,695,440 ","$975,216,835 "
14-Jun-13,Man of Steel,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$225,000,000 ","$291,045,518 ","$327,918,437 ","$667,999,518 "
4-Oct-13,Gravity,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$110,000,000 ","$274,092,705 ","$308,715,953 ","$688,214,291 "
21-Jun-13,Monsters University,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000 ","$268,488,329 ","$302,503,449 ","$743,455,810 "
13-Dec-13,The Hobbit: The Desolation of Smaug,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000 ","$258,241,522 ","$290,796,795 ","$959,358,436 "
24-May-13,Fast and Furious 6,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$160,000,000 ","$238,679,850 ","$268,918,501 ","$789,300,444 "
8-Mar-13,Oz the Great and Powerful,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Fantasy,"$200,000,000 ","$234,770,996 ","$264,514,428 ","$490,359,051 "
16-May-13,Star Trek Into Darkness,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$190,000,000 ","$228,778,661 ","$257,762,913 ","$467,381,584 "
8-Nov-13,Thor: The Dark World,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000 ","$206,362,140 ","$232,490,345 ","$644,602,516 "
21-Jun-13,World War Z,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$190,000,000 ","$202,706,711 ","$228,343,915 ","$531,861,650 "
22-Mar-13,The Croods,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","$187,168,425 ","$210,881,025 ","$573,068,425 "
28-Jun-13,The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000 ","$159,581,587 ","$179,799,176 ","$229,727,774 "
7-Aug-13,We’re the Millers,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$37,000,000 ","$150,394,119 ","$169,447,735 ","$267,816,276 "
13-Dec-13,American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ","$150,098,456 ","$168,771,534 ","$257,858,943 "
10-May-13,The Great Gatsby,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$190,000,000 ","$144,840,419 ","$163,190,429 ","$353,640,419 "
19-Jul-13,The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","$137,400,141 ","$154,807,536 ","$317,744,402 "
